title;price;url;location
Volkswagen Transporter 1.9 Tdi 130PK ! Lange uitv / Dubb cab;€ 6.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550963535-volkswagen-transporter-1-9-tdi-130pk-lange-uitv-dubb-cab.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Stolwijk145 km
Volkswagen Transporter 2.5 TDI 130 PK Comfortline DC Airco,;€ 4.500,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550940098-volkswagen-transporter-2-5-tdi-130-pk-comfortline-dc-airco.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Boekel107 km
Volkswagen Transporter 1.9 TDI 300 T800 Sidebars, imperiaal,;€ 5.945,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550932652-volkswagen-transporter-1-9-tdi-300-t800-sidebars-imperiaal.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Barneveld86 km
Volkswagen Transporter 2.0 TDI L2H1 DC ,DUBBELE SCHUIFDEUR ,;€ 6.390,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550923756-volkswagen-transporter-2-0-tdi-l2h1-dc-dubbele-schuifdeur.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Lemelerveld44 km
Volkswagen TRANSPORTER 1.9 TDI 300;€ 3.999,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550914961-volkswagen-transporter-1-9-tdi-300.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Borne11 km
volkswagen 2,5 T5 Extra Lung-- Marge;€ 5.200,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1517243300-volkswagen-2-5-t5-extra-lung-marge.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Nijmegen83 km
Volkswagen TRANSPORTER 2.0 TDI, 103 KW, L2H1, IMPERIAAL, AIR;€ 5.400,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550900532-volkswagen-transporter-2-0-tdi-103-kw-l2h1-imperiaal-air.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Amsterdam138 km
Volkswagen Transporter 2.5 TDI 340 DC 96kw 6-Bak Bj:2008 NAP;€ 4.999,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550895444-volkswagen-transporter-2-5-tdi-340-dc-96kw-6-bak-bj-2008-nap.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Emmeloord90 km
Volkswagen Transporter 1.9d airco bank 152dkm marge;€ 5.750,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550881820-volkswagen-transporter-1-9d-airco-bank-152dkm-marge.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Elst78 km
Volkswagen Transporter Bestel 1.9 TDI 63KW 0.8 2006;€ 3.750,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550858063-volkswagen-transporter-bestel-1-9-tdi-63kw-0-8-2006.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Leiden161 km
Volkswagen Transporter Bestel 1.9 D 62KW 2008 Zeer netjes;€ 4.250,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1537840985-volkswagen-transporter-bestel-1-9-d-62kw-2008-zeer-netjes.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Hengelo4 km
Volkswagen Transporter 1.9 TDI 340 DC APK 1-2021 DUBBELE CAB;€ 4.250,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1548722834-volkswagen-transporter-1-9-tdi-340-dc-apk-1-2021-dubbele-cab.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Oss106 km
Volkswagen Transporter 1.9TDI 102Pk Lang 2xSchuifdeur | Airc;€ 4.850,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550791898-volkswagen-transporter-1-9tdi-102pk-lang-2xschuifdeur-airc.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Barneveld85 km
Volkswagen Transporter 2.0 TDI 140pk Comfortline (hondenverv;€ 9.890,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550783147-volkswagen-transporter-2-0-tdi-140pk-comfortline-hondenverv.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Beverwijk150 km
Volkswagen Transporter 2.5 TDI L2H1 131pk Automaat DC Airco;€ 6.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550782750-volkswagen-transporter-2-5-tdi-l2h1-131pk-automaat-dc-airco.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Lunteren87 km
Volkswagen TRANSPORTER TDI 77KW BJ'06-2005 AIRCO ! APK !;€ 2.850,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550769182-volkswagen-transporter-tdi-77kw-bj-06-2005-airco-apk.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Velddriel118 km
Volkswagen TRANSPORTER Kombi 2.5 TDI 174pk 4Motion 9-persoon;€ 7.900,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1550763718-volkswagen-transporter-kombi-2-5-tdi-174pk-4motion-9-persoon.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Ammerzoden124 km
Volkswagen Transporter 2.0 TDI L1H2 Airco/3-Zitter/Stuurbekr;€ 5.445,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550733964-volkswagen-transporter-2-0-tdi-l1h2-airco-3-zitter-stuurbekr.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Drachten110 km
Volkswagen Transporter 1.9 TDI 300 T800 Stuurbekrachtiging,;€ 2.795,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1544630968-volkswagen-transporter-1-9-tdi-300-t800-stuurbekrachtiging.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Cruquius149 km
Volkswagen Transporter 1.9 D 102PK 2009 Prijs is EX Btw;€ 4.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550667917-volkswagen-transporter-1-9-d-102pk-2009-prijs-is-ex-btw.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Schinnen159 km
Volkswagen Transporter 2.5 TDI 300 4Motion MHD AIRCO/ LEDER/;€ 4.895,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550658125-volkswagen-transporter-2-5-tdi-300-4motion-mhd-airco-leder.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Wijchen89 km
Volkswagen Transporter Bestel 1.9 D 75KW DC 2008 marge;€ 5.100,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550652564-volkswagen-transporter-bestel-1-9-d-75kw-dc-2008-marge.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Den Dungen120 km
Volkswagen Transporter Transporter bestel 2.5 TDI 340 Lange;€ 6.850,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550647433-volkswagen-transporter-transporter-bestel-2-5-tdi-340-lange.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Enschede4 km
Volkswagen Transporter 2.5 TDI 340 Trendline DC L2H1 / 131 p;€ 6.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550645772-volkswagen-transporter-2-5-tdi-340-trendline-dc-l2h1-131-p.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Tiel105 km
Volkswagen Transporter 1.9 TDI 340 MHD WEINIG KM:164000NAP!A;€ 3.250,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550615109-volkswagen-transporter-1-9-tdi-340-mhd-weinig-km-164000nap-a.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Schiedam170 km
Volkswagen Transporter 2.5 TDI 340 Budgetline DC | Lang | Au;€ 3.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1548215672-volkswagen-transporter-2-5-tdi-340-budgetline-dc-lang-au.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Harkema115 km
Volkswagen Transporter 2.5 TDI Lang Automaat 2007;€ 4.750,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550583357-volkswagen-transporter-2-5-tdi-lang-automaat-2007.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Rijsenhout144 km
Volkswagen Transporter 2.5 TDI 340 AIRCO CRUISE NAVI CAMERA;€ 5.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550582938-volkswagen-transporter-2-5-tdi-340-airco-cruise-navi-camera.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Waarder139 km
VOLKSWAGEN TRANSPORTER 2.5 TDI 130 t-edition, lang,;€ 5.400,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550541767-volkswagen-transporter-2-5-tdi-130-t-edition-lang.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Vuren128 km
Volkswagen TRANSPORTER TDI SUPER LEUKE BUS ZO INGERUILD DUS;€ 2.699,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1546288701-volkswagen-transporter-tdi-super-leuke-bus-zo-ingeruild-dus.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Deventer45 km
Volkswagen Transporter 1.9 TDI 77 KW LWB Dubbele cabine;€ 1.975,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550510396-volkswagen-transporter-1-9-tdi-77-kw-lwb-dubbele-cabine.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Albergen16 km
Volkswagen Transporter 1.9 TDI 340 MHD VERLENGDE UITVOERING;€ 3.250,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550502821-volkswagen-transporter-1-9-tdi-340-mhd-verlengde-uitvoering.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Kootstertille119 km
Volkswagen Transporter 2.0 TDI L1H1 airco;€ 3.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550488986-volkswagen-transporter-2-0-tdi-l1h1-airco.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Gemert111 km
Volkswagen Transporter Bestel 2.5 D 96KW DC 2010;€ 12.500,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550468289-volkswagen-transporter-bestel-2-5-d-96kw-dc-2010.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Huizen108 km
Transporter t5 gp 180pk / Leer;€ 11.500,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1550460381-transporter-t5-gp-180pk-leer.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Beerta105 km
Volkswagen Transporter t5 zeer nette auto;€ 5.499,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1548779573-volkswagen-transporter-t5-zeer-nette-auto.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Blijham97 km
Volkswagen Transporter Bestel 2.5 TDI 96KW 1.0 2007;€ 4.300,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1526827959-volkswagen-transporter-bestel-2-5-tdi-96kw-1-0-2007.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Wormer139 km
Volkswagen Transporter C 2.0 D 4MOTION 2010;€ 11.000,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1537466060-volkswagen-transporter-c-2-0-d-4motion-2010.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Amsterdam132 km
Volkswagen Transporter 1.9 TDI 340 DC Kipper Trekhaak 2200 k;€ 9.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550402112-volkswagen-transporter-1-9-tdi-340-dc-kipper-trekhaak-2200-k.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Albergen16 km
Volkswagen Transporter 2.5 TDI 130PK AUTOMAAT T5 2007 MARGE;€ 6.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1543311317-volkswagen-transporter-2-5-tdi-130pk-automaat-t5-2007-marge.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Eindhoven128 km
Volkswagen Transporter 2.5 TDI 2007 DSG Aut airco;€ 3.999,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550369074-volkswagen-transporter-2-5-tdi-2007-dsg-aut-airco.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;'s-Hertogenbosch121 km
Volkswagen Transporter Bestel 1.9 TDI 140pk 2006;€ 2.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550357185-volkswagen-transporter-bestel-1-9-tdi-140pk-2006.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Zaandijk141 km
Transporter T5 Aut 175 dubbele schuifdeur;€ 9.500,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1543736752-transporter-t5-aut-175-dubbele-schuifdeur.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Waalwijk137 km
Volkswagen Transporter 2.5 TDI 130PK 2010 DUB-CAB ZEER MOOI;€ 10.995,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550324776-volkswagen-transporter-2-5-tdi-130pk-2010-dub-cab-zeer-mooi.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Schaijk99 km
Volkswagen Transporter 1.9 TDI 300 T800 RIJDT GOED!BANDEN GO;€ 1.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1538504396-volkswagen-transporter-1-9-tdi-300-t800-rijdt-goed-banden-go.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Schiedam170 km
Volkswagen Transporter Kombi 1.9 TDI 300 Trendl. 9-Persoons/;€ 13.950,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1550260502-volkswagen-transporter-kombi-1-9-tdi-300-trendl-9-persoons.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Zuidwolde56 km
Volkswagen Transporter 2.0 TDI L2H1 DC Comfortline AIRCO / C;€ 7.888,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550258214-volkswagen-transporter-2-0-tdi-l2h1-dc-comfortline-airco-c.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Workum124 km
Volkswagen Transporter 2.5 TDI 332;€ 6.990,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1541587020-volkswagen-transporter-2-5-tdi-332.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Schiedam170 km
Volkswagen Transporter 2.5 TDI 340 Comfortline DC T5;€ 7.865,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550254286-volkswagen-transporter-2-5-tdi-340-comfortline-dc-t5.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Naarden116 km
Volkswagen TRANSPORTER L1H1 28 2.0 TDI Kombi 9 persoons bus;€ 10.250,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1550226909-volkswagen-transporter-l1h1-28-2-0-tdi-kombi-9-persoons-bus.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Raalte42 km
Volkswagen Transporter 1.9TDI Lang Pick-up 6persoons Goed on;€ 5.990,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1550225770-volkswagen-transporter-1-9tdi-lang-pick-up-6persoons-goed-on.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Reutum17 km
Volkswagen TRANSPORTER L1H1 28 2.0 TDI Kombi 9 persoons bu;€ 10.950,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1550222609-volkswagen-transporter-l1h1-28-2-0-tdi-kombi-9-persoons-bu.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Raalte42 km
Volkswagen Transporter 2.5 TDI 300 Budgetline DC MARGE AIRCO;€ 3.750,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550215235-volkswagen-transporter-2-5-tdi-300-budgetline-dc-marge-airco.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Utrecht121 km
Volkswagen Transporter 2.5 TDI 300 Comfortline DC |PDC|Garan;€ 6.499,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1547752953-volkswagen-transporter-2-5-tdi-300-comfortline-dc-pdc-garan.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Almere112 km
Volkswagen Transporter 2.5 TDI 340 Trendline DC Navi Leer PD;€ 9.250,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1538099809-volkswagen-transporter-2-5-tdi-340-trendline-dc-navi-leer-pd.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Oud-Beijerland173 km
Volkswagen TRANSPORTER 2.5 TDI HG6 4MOTION KAMPEERWAGEN CALI;€ 14.940,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1550191761-volkswagen-transporter-2-5-tdi-hg6-4motion-kampeerwagen-cali.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Deventer43 km
Volkswagen Transporter Bestel 2.5 TDI 96KW 1.4 2005;€ 3.450,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1546320029-volkswagen-transporter-bestel-2-5-tdi-96kw-1-4-2005.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Wolvega91 km
Volkswagen Transporter Kombi 1.9 TDI 300 Trendl. MARGE voert;€ 5.250,00;https://www.marktplaats.nl/a/auto-s/volkswagen/m1550163525-volkswagen-transporter-kombi-1-9-tdi-300-trendl-marge-voert.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Slootdorp146 km
Volkswagen Transporter t5 gp Sportline xenon leer navi marge;€ 13.500,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1537245396-volkswagen-transporter-t5-gp-sportline-xenon-leer-navi-marge.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Groesbeek81 km
Volkswagen Transporter 1.9 TDI 340 Vuilniswagen Klikko Lang;€ 5.950,00;https://www.marktplaats.nl/a/auto-s/bestelauto-s/m1550147048-volkswagen-transporter-1-9-tdi-340-vuilniswagen-klikko-lang.html?c=1f6123406d618e4dfc07bc3e0818a26e&previousPage=lr;Albergen16 km
